index,smiles
256,CC1=CC2=C(C=C1S(=O)(=O)N3CCN(CC3)C)S(=O)(=O)N[C@H](N2)C4CCCC4
257,C([C@@H](C(=O)O)N)SO
258,CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O
259,CS(=O)(=O)O
260,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
261,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
262,C(C(C(C(C(CO)O)O)O)O)O
263,C1CC(=O)OC1
264,C(CO)C(C(=O)O)N
265,CC(=O)OC(C)(C)C
266,CCCCCCCCCCC=O
267,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
268,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O
269,CCCCCCC(=O)O
270,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
271,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
272,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCC(=O)O
273,CC(=O)C(=O)O
274,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O
275,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
276,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
277,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NCC4CC4
278,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
279,CC(=CCOP(=O)(O)OP(=O)(O)O)C
280,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O
281,CCCCCCCCN
282,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
283,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
284,C(C(C(C(C(=O)C(=O)O)O)O)O)O
285,C1=CC(=CC=C1N)O
286,CC(C)C(=O)O
287,CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O
288,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
289,CC(C)CC(=O)C(=O)O
290,CC1CNC2=C(N1)C(=O)N=C(N2)N
291,C(CSC[C@@H](C(=O)O)N)O
292,C1=CC(=CC=C1[N+](=O)[O-])O
293,CCCC(CCC)C(=O)O
294,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=CC=CC=C53)C(=O)N
295,CC(=O)N
296,C(CO)C(CCO)(CCO)N
297,CNCC(C1=CC(=CC=C1)O)O
298,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
299,[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.[Na+].[K+]
300,B
301,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
302,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
303,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
304,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O
305,CC(C)N
306,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
307,C(C(CBr)Br)Cl
308,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
309,CCCC(=O)O
310,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
311,C(CSCC(C(=O)O)N)C(C(=O)O)N
312,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O
313,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)[C@@]4(CCN(C4=O)[C@H](C)C(=O)NO)C
314,C(C(=O)O)N
315,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
316,C1=CC(=CC=C1C(=O)O)N=C(N)N
317,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
318,CC(=O)[O-].CC(=O)[O-].[Mg+2]
319,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
320,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
321,C1=C(C(=O)NC(=O)N1)C2C(C(C(O2)COP(=O)(O)O)O)O
322,CCCCCCC(C(C)O)N1C=NC2=C1N=CN=C2N
323,C(C(F)(F)F)Cl
324,C[C@@H]([C@@H](CCC1=CC=CC2=CC=CC=C21)N3C=C(N=C3)C(=O)N)O
325,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
326,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
327,C(CC(=O)O)CC(=O)O
328,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCC4=CC=CC=C4
329,CCCCCCCCCCCCCCO
330,C1=C(ONC1=O)C(C(=O)O)N
331,C1COCCO1
332,C1CCC2(CC1)C(=O)N[C@H](C(=O)NC[C@@H](C/C=C/[C@@H](CC(=O)N2)C3=CC=C(C=C3)CP(=O)(O)O)CC4=CC=CC5=CC=CC=C54)CC(=O)N
333,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O
334,C(CCCO)CCO
335,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
336,C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O
337,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC(=C3)C(=O)O)C(=O)N
338,C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
339,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)NNC(=O)C2=CC3=C(O2)C=CC(=C3)Cl
340,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCCCC
341,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N
342,C(=O)C=O
