drug_id,smiles,vector_length,fingerprint_type
DB00626,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,2048,morgan
DB01338,CC(=O)OC1CC2CCC3C(C2(CC1N4CC[N+](CC4)(C)C)C)CCC5(C3CC(C5OC(=O)C)N6CC[N+](CC6)(C)C)C,2048,morgan
DB00313,CCCC(CCC)C(=O)O,2048,morgan
DB01366,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,2048,morgan
DB00714,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,2048,morgan
DB00967,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,2048,morgan
DB06144,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,2048,morgan
DB01126,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,2048,morgan
DB01396,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,2048,morgan
DB00334,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,2048,morgan
DB01437,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,2048,morgan
DB05039,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,2048,morgan
DB00368,C1=CC(=C(C=C1C(CN)O)O)O,2048,morgan
DB04855,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,2048,morgan
DB00316,CC(=O)NC1=CC=C(C=C1)O,2048,morgan
DB00899,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,2048,morgan
DB06694,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,2048,morgan
DB00477,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,2048,morgan
DB00761,[Cl-].[K+],2048,morgan
DB01399,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,2048,morgan
DB00676,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,2048,morgan
DB00706,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,2048,morgan
DB01071,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,2048,morgan
DB00156,CC(C(C(=O)O)N)O,2048,morgan
DB00581,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,2048,morgan
DB00116,C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,2048,morgan
DB01583,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+].[Na+],2048,morgan
DB00171,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,2048,morgan
DB00739,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)O)C,2048,morgan
DB01133,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,2048,morgan
DB06717,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,2048,morgan
DB00599,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,2048,morgan
DB00204,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,2048,morgan
DB00674,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,2048,morgan
DB00291,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,2048,morgan
DB06716,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O,2048,morgan
DB01085,CCC1C(COC1=O)CC2=CN=CN2C,2048,morgan
DB00727,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],2048,morgan
DB02703,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,2048,morgan
DB01031,C#CC1(CCCCC1)OC(=O)N,2048,morgan
DB06802,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,2048,morgan
DB01593,[Zn],2048,morgan
DB08901,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,2048,morgan
DB01180,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC,2048,morgan
DB01359,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,2048,morgan
DB01608,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,2048,morgan
DB00277,CN1C2=C(C(=O)N(C1=O)C)NC=N2,2048,morgan
DB01280,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,2048,morgan
DB00370,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,2048,morgan
DB01618,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,2048,morgan
DB00616,COCCOCC(CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,2048,morgan
DB00938,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,2048,morgan
DB00482,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,2048,morgan
DB00622,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,2048,morgan
DB01321,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,2048,morgan
DB00270,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,2048,morgan
DB01055,C1=CN(C=C(C1=O)O)CC(C(=O)O)N,2048,morgan
DB06288,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,2048,morgan
DB00831,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,2048,morgan
DB00536,C(=N)(N)N,2048,morgan
DB00158,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,2048,morgan
DB00755,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,2048,morgan
DB01248,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,2048,morgan
DB00795,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,2048,morgan
DB00417,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,2048,morgan
DB00801,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,2048,morgan
DB00285,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,2048,morgan
DB01136,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,2048,morgan
DB00598,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,2048,morgan
DB00852,CC(C(C1=CC=CC=C1)O)NC,2048,morgan
DB00931,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O,2048,morgan
DB00237,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,2048,morgan
DB04574,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,2048,morgan
DB00207,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,2048,morgan
DB01069,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,2048,morgan
DB00198,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,2048,morgan
DB08979,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3,2048,morgan
DB08897,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,2048,morgan
DB00403,CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O,2048,morgan
DB00410,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,2048,morgan
DB00479,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,2048,morgan
DB00398,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,2048,morgan
DB00935,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,2048,morgan
DB00399,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,2048,morgan
DB00337,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,2048,morgan
DB00488,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,2048,morgan
DB00473,CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2,2048,morgan
DB00492,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,2048,morgan
DB05294,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,2048,morgan
DB00882,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,2048,morgan
DB00708,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,2048,morgan
DB04896,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,2048,morgan
DB01066,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,2048,morgan
DB00179,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,2048,morgan
DB01120,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,2048,morgan
DB00684,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,2048,morgan
DB00934,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,2048,morgan
DB01283,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,2048,morgan
DB03147,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,2048,morgan
DB00557,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,2048,morgan
DB01333,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,2048,morgan
DB00614,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],2048,morgan
DB00716,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,2048,morgan
DB06709,CC(C[N+](C)(C)C)OC(=O)C,2048,morgan
DB00436,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,2048,morgan
DB01070,CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,2048,morgan
DB00483,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],2048,morgan
DB01602,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C,2048,morgan
DB01256,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C,2048,morgan
DB00686,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O,2048,morgan
DB01122,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,2048,morgan
DB00246,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,2048,morgan
DB00278,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,2048,morgan
DB01588,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,2048,morgan
DB01228,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,2048,morgan
DB00589,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,2048,morgan
DB01189,C(C(F)(F)F)(OC(F)F)F,2048,morgan
DB00384,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,2048,morgan
DB01190,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,2048,morgan
DB00837,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl,2048,morgan
DB01067,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,2048,morgan
DB00289,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,2048,morgan
DB00231,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,2048,morgan
DB00162,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,2048,morgan
DB00561,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,2048,morgan
DB01213,CC1=CNN=C1,2048,morgan
DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,2048,morgan
DB01154,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C,2048,morgan
DB00401,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,2048,morgan
DB01613,C(C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],2048,morgan
DB00273,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,2048,morgan
DB04838,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,2048,morgan
DB00659,CC(=O)NCCCS(=O)(=O)O,2048,morgan
DB08827,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,2048,morgan
DB08860,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,2048,morgan
DB00668,CNCC(C1=CC(=C(C=C1)O)O)O,2048,morgan
DB00420,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,2048,morgan
DB06589,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,2048,morgan
DB00663,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,2048,morgan
DB01598,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,2048,morgan
DB00733,C[N+]1=CC=CC=C1C=NO,2048,morgan
DB00376,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,2048,morgan
DB00798,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,2048,morgan
DB05013,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,2048,morgan
DB01581,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,2048,morgan
DB00631,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,2048,morgan
DB01390,C(=O)(O)[O-].[Na+],2048,morgan
DB00255,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,2048,morgan
DB00623,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,2048,morgan
DB00895,CC1(C(NC(S1)C(C(=O)NCCCCC(C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)CC(C(=O)O)N,2048,morgan
DB00135,C1=CC(=CC=C1CC(C(=O)O)N)O,2048,morgan
DB00950,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,2048,morgan
DB01599,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,2048,morgan
DB00639,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,2048,morgan
DB01158,CC[N+](C)(C)CC1=CC=CC=C1Br,2048,morgan
DB01145,C1=CC(=CC=C1NCS(=O)O)S(=O)(=O)C2=CC=C(C=C2)NCS(=O)O,2048,morgan
DB00862,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,2048,morgan
DB00153,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,2048,morgan
DB01603,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,2048,morgan
