protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219
P08686,0.30361342,0.34953701,0.3305324,0.2940691,0.17772551,0.33450705,0.3273413,0.21809138,0.36104706,0.37116617,0.3900034,0.3590098,0.3987032,0.35934916,0.23394193,0.3590405,0.32674593,0.22268859,0.27058136,0.34591502,0.16248007,0.2215579,0.19311635,0.20214185,0.12455466,0.18072043,0.20846613,0.14398383,0.20657286,0.25526527,0.25695267,0.22222874,0.22572845,0.24276483,0.18788631,0.16815694,0.13830526,0.18065266,0.1983376,0.20662822,0.14918764,0.2508718,0.21749498,0.24415174,0.12873067,0.21372804,0.2543336,0.16488637,0.23431127,0.29779336,0.28618762,0.2564419,0.24539733,0.25954983,0.19772376,0.1799093,0.14836414,0.1893053,0.20034999,0.24880782,0.17236882,0.23235793,0.20224608,0.18279663,0.13829523,0.18097061,0.18641402,0.18399647,0.22685158,0.2484341,0.24542296,0.20129023,0.22373089,0.23566225,0.19152442,0.17899477,0.15353408,0.17697218,0.18423238,0.21367602,0.1707938,0.22828011,0.20306021,0.1788933,0.13155416,0.16746779,0.1778753,0.19364448,0.21861236,0.24988085,0.25258663,0.20514156,0.20664054,0.23159423,0.21432133,0.17783062,0.15424751,0.17650528,0.17607065,0.20567024,0.16883479,0.2579272,0.22685158,0.23673846,0.1388737,0.20356566,0.24290174,0.18941478,0.22496048,0.28123176,0.27150083,0.28031093,0.25018302,0.2753253,0.22760406,0.1595933,0.1402449,0.19227576,0.19972563,0.23653989,0.16642688,0.25299263,0.22777864,0.24619432,0.14241433,0.21975926,0.26097408,0.19425458,0.23582292,0.2928695,0.2748936,0.2676518,0.25727925,0.28286093,0.2398359,0.19500402,0.15238014,0.18795383,0.21409172,0.23738363,0.16243115,0.26226348,0.21639588,0.2105897,0.14168093,0.20087524,0.22150752,0.19256994,0.23440064,0.26976037,0.2705964,0.2484695,0.24881798,0.25545734,0.24042904,0.19311962,0.16522163,0.19624929,0.20148723,0.2210785,0.17377256,0.25330466,0.22130057,0.20708632,0.13150388,0.20330475,0.21679202,0.19666955,0.23451176,0.273135,0.26514965,0.26049364,0.23902814,0.25929496,0.24053933,0.20141213,0.1674692,0.1806948,0.19284049,0.22512348,0.16653267,0.25856838,0.2375714,0.25389776,0.13733375,0.21797425,0.27875182,0.1867142,0.23127942,0.29322898,0.2844223,0.28232247,0.27752674,0.2848167,0.2504129,0.2042433,0.17214036,0.17829858,0.22078863,0.23830554,0.17911774,0.26602092,0.22374612,0.24876297,0.14903955,0.2240374,0.27576143,0.20718254,0.2362738,0.28672585,0.28583953,0.28358346,0.2726297,0.27959913,0.25009987,0.1876788,0.16589388,0.1768811,0.21420287,0.23867211
P08697,0.35837215,0.31595927,0.36297733,0.35433748,0.18168747,0.38682163,0.37443364,0.23160863,0.29558876,0.31311202,0.34168556,0.3861055,0.3440229,0.285044,0.2583627,0.4344709,0.38974318,0.117049664,0.22321296,0.3306661,0.13921301,0.19479133,0.19823486,0.22655731,0.12680045,0.21887441,0.19965202,0.16541271,0.17686728,0.23398058,0.2487108,0.23970874,0.20281683,0.23826857,0.19616643,0.1843008,0.15042794,0.106940724,0.15654914,0.19867766,0.14080654,0.19434997,0.20729576,0.24826461,0.13808188,0.21152848,0.22744556,0.1713733,0.17778808,0.23426291,0.23394133,0.22171624,0.19855542,0.24017487,0.19648018,0.18322761,0.15094593,0.117030576,0.15334652,0.20627308,0.14304574,0.17232454,0.19696233,0.22744554,0.1275485,0.20820639,0.21166065,0.17583416,0.17294174,0.21838535,0.21533807,0.22161268,0.18861377,0.2465781,0.20239261,0.17108274,0.15160914,0.11155147,0.1468412,0.19702417,0.14314781,0.1656153,0.21080981,0.22163814,0.12303195,0.17811471,0.19268262,0.16804112,0.15354642,0.23323597,0.23586851,0.1827268,0.20142283,0.2344831,0.21307163,0.19964276,0.16748242,0.11824177,0.15510282,0.2161994,0.13729396,0.17699382,0.21623397,0.24195653,0.13338563,0.21162786,0.24560179,0.17037317,0.18527766,0.23992832,0.25328064,0.21192896,0.20168383,0.24439171,0.21260716,0.20223647,0.18325695,0.10652969,0.15625037,0.20675375,0.15398127,0.214965,0.23094271,0.2688542,0.13259189,0.22979653,0.25146547,0.16676028,0.19980317,0.24438092,0.24682471,0.25188962,0.1981107,0.23381872,0.19780271,0.19164677,0.17594013,0.10708193,0.1546444,0.21804765,0.1567667,0.18820263,0.22249855,0.26487935,0.122145206,0.20372587,0.22585526,0.18150695,0.17473508,0.22832295,0.23898225,0.2284883,0.21326804,0.24171038,0.20646574,0.21475849,0.18291773,0.10493265,0.14548145,0.19871987,0.14038667,0.18985257,0.2246086,0.24974103,0.12909201,0.21364614,0.23265944,0.17419632,0.18498255,0.22561066,0.24217783,0.22330564,0.21312957,0.23873544,0.20486416,0.20350768,0.17422102,0.105333835,0.1535613,0.19269262,0.14314754,0.21185452,0.2161345,0.26271248,0.13502564,0.22927082,0.2437727,0.17975208,0.19982336,0.22641253,0.24310552,0.23896608,0.2124825,0.24163666,0.2194094,0.18808329,0.173564,0.109713644,0.15990254,0.1978368,0.16064356,0.18131845,0.21438736,0.27187976,0.13538463,0.2190443,0.24491571,0.18097413,0.19701827,0.24311982,0.24446207,0.22672385,0.2159101,0.25092643,0.20059755,0.2084414,0.17521687,0.11183347,0.15976503,0.21343075
P08700,0.35875925,0.35611612,0.37800357,0.32865834,0.1561987,0.40703368,0.40277869,0.20895596,0.25644195,0.3469325,0.38778496,0.41163737,0.41677815,0.25553754,0.2748412,0.4348972,0.42174494,0.12508354,0.22178058,0.3611556,0.089869894,0.17394072,0.20169519,0.1720058,0.045392163,0.17649144,0.19904485,0.116185345,0.10748061,0.21319029,0.27461803,0.1968668,0.21133155,0.15876493,0.18812859,0.15074606,0.11855402,0.072174184,0.09305525,0.18338904,0.09103986,0.1814423,0.19376525,0.19134742,0.0522842,0.17129613,0.22770834,0.0972474,0.10086461,0.19452164,0.2634255,0.20911555,0.19551638,0.16881295,0.1922889,0.14502105,0.11339366,0.0776944,0.102754064,0.17100614,0.09864515,0.1650511,0.1781999,0.17124338,0.05456076,0.15735818,0.19147374,0.09697149,0.083878934,0.20713662,0.24770238,0.18239829,0.20310183,0.16239123,0.18009162,0.13666499,0.12492929,0.05856325,0.082408674,0.17819673,0.088640586,0.15782925,0.19819425,0.17331462,0.05361521,0.17726089,0.19560018,0.111501075,0.0998454,0.18518141,0.24203409,0.16533415,0.18416487,0.1625753,0.17585264,0.13266218,0.12587754,0.074573055,0.0940083,0.16255863,0.11573924,0.16658016,0.18218057,0.17822956,0.049583644,0.17331459,0.20659426,0.11476417,0.094002366,0.2032716,0.23818211,0.2018129,0.20130819,0.15760829,0.1656197,0.14569649,0.104722224,0.080399945,0.10050331,0.17326036,0.1090734,0.1869348,0.21881388,0.19617581,0.053261887,0.1851392,0.19622417,0.10268533,0.11311528,0.2027212,0.25075772,0.19494306,0.17697574,0.16039835,0.1798103,0.16704158,0.1368878,0.065992706,0.09063453,0.16665874,0.11544932,0.17451468,0.17949426,0.16724615,0.055461567,0.16414139,0.1892096,0.114755765,0.09777729,0.22185901,0.2601897,0.1844931,0.19723225,0.14915432,0.19397657,0.15593693,0.12781154,0.06647855,0.084525645,0.18640055,0.111257724,0.15744747,0.20554906,0.19389588,0.053235427,0.17103773,0.19985677,0.11154714,0.07716906,0.2120022,0.27786288,0.18976668,0.20574398,0.1741849,0.20999642,0.16733736,0.13595912,0.07745615,0.10325893,0.18340638,0.1272528,0.16840738,0.2264434,0.19185096,0.05784287,0.18595524,0.1928561,0.119694985,0.10374352,0.22648233,0.28301233,0.19072914,0.19917677,0.17525432,0.20030114,0.18710847,0.14435892,0.07024283,0.08695042,0.17497155,0.13271877,0.17033496,0.1790577,0.17943761,0.055067707,0.14809337,0.19482873,0.13064785,0.09866399,0.19403398,0.23738958,0.17791039,0.18659216,0.15044792,0.1984579,0.15150297,0.13074732,0.067487255,0.092549555,0.15885554
P08709,0.3365683,0.37740856,0.40170094,0.3493942,0.32325456,0.41248125,0.37003976,0.30697092,0.43205363,0.29765978,0.2694935,0.3538546,0.32184368,0.2884454,0.3855807,0.4402867,0.4041309,0.29202804,0.3304553,0.33135933,0.11983483,0.18179141,0.15545183,0.15737717,0.21100189,0.17208835,0.16542739,0.16918795,0.1934227,0.17714827,0.15699105,0.14047383,0.12691383,0.15500124,0.19696508,0.1509695,0.15438437,0.21443826,0.15989566,0.17438056,0.12658487,0.17819612,0.1705522,0.16226265,0.21906659,0.16594717,0.18276817,0.18941753,0.20439516,0.17274727,0.1580798,0.13531315,0.1380721,0.1801777,0.19538863,0.15985206,0.14311117,0.22298875,0.17530526,0.1675513,0.123555936,0.16357253,0.1774589,0.17851344,0.2290894,0.15212218,0.1732222,0.1904672,0.20619479,0.1851657,0.1684525,0.1434047,0.1443345,0.1829434,0.21414329,0.16522984,0.13825147,0.23781136,0.16811106,0.1726305,0.12361847,0.18890508,0.1938539,0.1922616,0.22877546,0.16724062,0.19126181,0.19737418,0.21733555,0.1895988,0.16209996,0.14937575,0.1234353,0.16559224,0.21170382,0.16474387,0.16622224,0.21393797,0.17244856,0.1752088,0.118392944,0.20316753,0.19755608,0.18815629,0.20718665,0.1788653,0.18801609,0.2014293,0.21641462,0.1917195,0.14960045,0.17524002,0.13985719,0.17109485,0.22807838,0.16619095,0.12781274,0.25114134,0.18231198,0.18030623,0.11864415,0.18147087,0.1946597,0.19453208,0.2195263,0.14932556,0.1759715,0.19203997,0.21786599,0.1783304,0.16136578,0.14894453,0.15258183,0.16977727,0.2303428,0.16351347,0.14188923,0.25041866,0.18710195,0.17190479,0.119789205,0.2074237,0.23154654,0.1857709,0.23870298,0.17403628,0.18213652,0.18866433,0.23027611,0.17808999,0.14588828,0.17054044,0.13636471,0.16932814,0.22621636,0.16777168,0.15143335,0.23797387,0.19430928,0.16964933,0.11525641,0.20149148,0.2277811,0.19483338,0.23694974,0.16986814,0.20355244,0.20112766,0.22847143,0.19791135,0.16914667,0.16452277,0.13697381,0.16522063,0.24313422,0.17691116,0.14723745,0.2359294,0.17210542,0.18278028,0.12525968,0.18779978,0.20297712,0.19542415,0.2123285,0.16231483,0.18823121,0.19018121,0.19972606,0.16490607,0.1295666,0.1591204,0.13935018,0.16511542,0.24106614,0.17906924,0.15525728,0.25571004,0.17428786,0.15549241,0.12268267,0.17601256,0.19534637,0.18641627,0.25070223,0.16686343,0.17352644,0.19992675,0.20378271,0.18476015,0.15840617,0.15112586,0.15973048,0.16891477,0.2407412,0.17332281,0.14847116,0.25087062,0.19650921,0.18206362
P08729,0.4525882,0.51349324,0.39429516,0.344582,0.25853214,0.58638537,0.5710906,0.27679256,0.35320723,0.250108,0.32976696,0.51216906,0.3491776,0.17182088,0.2047712,0.5139396,0.4149672,0.12880564,0.20122364,0.26023412,0.124938056,0.18089876,0.14887875,0.17448159,0.124115616,0.17294408,0.19592503,0.075320855,0.12153704,0.18521169,0.27071026,0.13030076,0.17821622,0.105625644,0.0626363,0.10638856,0.09541252,0.08332444,0.11181429,0.13685013,0.12438183,0.18186514,0.14572918,0.18967101,0.12555242,0.15096535,0.19323842,0.075951286,0.123610936,0.17034267,0.25804052,0.13134658,0.15393439,0.104479715,0.07099852,0.12538691,0.09223637,0.09313496,0.1275305,0.12954152,0.10933354,0.16371876,0.12551191,0.12614484,0.13146928,0.12755895,0.13940062,0.07787946,0.11679997,0.14098407,0.18255706,0.122694634,0.14251235,0.10387951,0.073894285,0.087397836,0.09051914,0.08847969,0.11328952,0.12148878,0.10480957,0.17433405,0.120041184,0.1358272,0.1311618,0.10933822,0.12596639,0.07575212,0.1286866,0.13893439,0.15896867,0.11650068,0.12254302,0.08861808,0.06797134,0.077562526,0.08880945,0.08585121,0.1015812,0.11934004,0.14113772,0.17516541,0.15486379,0.19885476,0.13427317,0.15503201,0.20747162,0.08541422,0.13112685,0.174638,0.2671136,0.13322815,0.16612397,0.10452079,0.0737929,0.132057,0.101173215,0.0962568,0.13055898,0.13067321,0.1152402,0.18316707,0.14231442,0.18112005,0.12920085,0.16131602,0.20679416,0.07727394,0.12730771,0.17235874,0.2543276,0.1288753,0.16021432,0.10368147,0.08091788,0.10992724,0.09919179,0.096041836,0.12567896,0.12715735,0.09599252,0.13216087,0.112318635,0.09920048,0.1359907,0.07480306,0.08295338,0.08155871,0.12049843,0.105411515,0.11702158,0.09943518,0.124346726,0.097189784,0.0803144,0.07337698,0.0956549,0.089370884,0.10356595,0.0995558,0.1350696,0.16298743,0.13036719,0.15922081,0.14202768,0.16679612,0.197257,0.08756026,0.12934308,0.1652012,0.2370425,0.119090445,0.148423,0.11039637,0.078032605,0.10382749,0.09543048,0.090396434,0.121387236,0.12703975,0.12739523,0.17353393,0.15888198,0.19137865,0.12742385,0.15501952,0.20189759,0.09557893,0.12531541,0.17531271,0.266803,0.13415541,0.1664422,0.10425984,0.075002514,0.1363096,0.10168974,0.09330489,0.12760505,0.12995018,0.1141822,0.16018453,0.12222814,0.12960306,0.12927562,0.13400593,0.15593046,0.080386885,0.1302424,0.15444042,0.19714805,0.116498515,0.14545114,0.10181071,0.07739374,0.09446873,0.087501,0.09263813,0.11788536,0.12078861
P08887,0.37578636,0.3901356,0.37805763,0.35648033,0.22120225,0.43493712,0.4292933,0.32562527,0.36319178,0.36190826,0.33480218,0.3867769,0.31668183,0.26762357,0.415008,0.51985484,0.4937036,0.2671247,0.3176492,0.41934413,0.10149156,0.19042517,0.16537821,0.1568608,0.13202067,0.19943897,0.18587796,0.15410475,0.15963845,0.15049581,0.15651411,0.15096687,0.11468685,0.143299,0.21774025,0.14167175,0.17496984,0.23338236,0.16506222,0.15043825,0.10635758,0.14756289,0.1405409,0.15895377,0.13390759,0.12291662,0.1353204,0.16416804,0.15093265,0.15348253,0.15466905,0.11875548,0.121504314,0.15582122,0.22198129,0.11311439,0.12534931,0.23524018,0.18543006,0.15033436,0.09827736,0.17741737,0.17295054,0.15850407,0.13467629,0.18299907,0.16705647,0.17372018,0.17014284,0.16986974,0.1767684,0.13654925,0.1230875,0.15396085,0.21387178,0.13628758,0.149224,0.22695045,0.17878067,0.16828528,0.09789356,0.1500064,0.16572711,0.18554507,0.16628249,0.13404375,0.15846735,0.1930181,0.1689525,0.18567032,0.17480208,0.12740022,0.12906563,0.15339115,0.24355201,0.12936221,0.13967592,0.23919848,0.17765144,0.18486342,0.112964064,0.17881148,0.17333642,0.1891106,0.16114579,0.17399666,0.17956549,0.2080612,0.15695032,0.1725576,0.16136298,0.14495903,0.12538445,0.1552384,0.26770774,0.14153929,0.16809636,0.24586897,0.18276997,0.17112742,0.109719895,0.16301453,0.16449636,0.1945194,0.16211353,0.14632578,0.17232437,0.21127401,0.17331924,0.18175694,0.17584503,0.13086158,0.1245857,0.16838774,0.26802632,0.15208222,0.15928385,0.25540105,0.20207056,0.18049358,0.10876655,0.17084382,0.18233396,0.18810284,0.16928706,0.16630107,0.17148004,0.20450296,0.17761026,0.18259071,0.16970246,0.1341399,0.12293431,0.16645347,0.27930698,0.14627665,0.15362296,0.2565431,0.19763856,0.17703098,0.109725535,0.15791199,0.16906185,0.17992009,0.158161,0.15002985,0.17283998,0.19225194,0.17082843,0.17213273,0.16275449,0.12867585,0.128036,0.15595008,0.2777391,0.14898135,0.16553491,0.23878622,0.18021235,0.16472593,0.115459114,0.18562904,0.1675097,0.17746347,0.15832266,0.16622911,0.18475172,0.2064061,0.16796294,0.17878158,0.17949384,0.13435611,0.125904,0.1594949,0.27327445,0.14330642,0.1580564,0.22144379,0.19243266,0.1604469,0.10750409,0.17301926,0.1557971,0.17083398,0.16237678,0.1575395,0.17156456,0.20623647,0.16549113,0.16788152,0.15618576,0.13707323,0.122086644,0.16899335,0.27057052,0.14687854,0.16571285,0.24679583,0.18240473,0.16599731
P08908,0.40892097,0.33609223,0.30562416,0.21788126,0.3967195,0.32089216,0.26918808,0.2776716,0.36191103,0.40375632,0.4201146,0.30147177,0.4372226,0.4094883,0.32771128,0.458804,0.43790957,0.29442444,0.31554136,0.42860907,0.14560014,0.12242073,0.13952535,0.080304824,0.18474004,0.107674025,0.075251065,0.13760039,0.14422187,0.16501878,0.19305967,0.08910572,0.17674296,0.1961111,0.12716992,0.14716484,0.12509559,0.23064882,0.15898582,0.17023495,0.14806277,0.12757562,0.142358,0.08529456,0.20836541,0.11539239,0.083767794,0.13733177,0.15478763,0.19875035,0.20758446,0.11118888,0.18376738,0.22708611,0.13936034,0.1332498,0.11238278,0.2662622,0.17759353,0.19154035,0.14796893,0.10591516,0.1261768,0.08018042,0.21476777,0.08867891,0.078785405,0.116512544,0.16328649,0.17389469,0.17011596,0.08823443,0.17578806,0.19315672,0.14118901,0.14521407,0.12726958,0.22624993,0.17767908,0.17616607,0.14505567,0.12383128,0.14474598,0.077542886,0.22041626,0.108714595,0.07747245,0.14338352,0.14880358,0.17713511,0.16820388,0.0935148,0.16783021,0.16896038,0.13558245,0.14607951,0.13348274,0.21410786,0.15626168,0.1685484,0.1429497,0.13898794,0.14487252,0.090473816,0.2526709,0.11127961,0.09216263,0.12933797,0.16037917,0.2076176,0.215706,0.118746474,0.19088738,0.21950679,0.13968518,0.14416055,0.13544373,0.25067976,0.18184935,0.20196976,0.14167413,0.14704618,0.1435847,0.09079942,0.24316016,0.12180677,0.09515692,0.12121459,0.16780654,0.21704094,0.22755101,0.12807736,0.20182522,0.2394215,0.1434218,0.1464088,0.13327709,0.23202409,0.19966742,0.21188274,0.15060763,0.14985357,0.13963445,0.09238063,0.25171736,0.12157203,0.09733211,0.13775818,0.19190317,0.20812523,0.20569922,0.123550184,0.19544922,0.19981512,0.1503329,0.14989683,0.12880528,0.2413765,0.1798952,0.21436639,0.13569498,0.16179436,0.14753903,0.100578085,0.21751629,0.13413839,0.09607258,0.13216986,0.1826934,0.20780581,0.20928183,0.13980041,0.18633704,0.21736933,0.15481475,0.1435431,0.12655541,0.23207769,0.17587009,0.20687778,0.13885225,0.16688955,0.15634392,0.09940674,0.24023084,0.14576109,0.1036294,0.14549181,0.1757504,0.20127353,0.22302221,0.14269748,0.1782261,0.21307969,0.15681922,0.14139903,0.1318976,0.2516783,0.18054062,0.20775242,0.1285731,0.17647174,0.15506242,0.09520955,0.23915055,0.14337252,0.104029134,0.140847,0.18878809,0.2056275,0.2108499,0.15114722,0.19309354,0.20925818,0.15649012,0.15365817,0.12877524,0.25076517,0.18643251,0.19351311
P08909,0.40891287,0.3263452,0.32058606,0.22859868,0.40065557,0.3260882,0.27728713,0.27571303,0.37463644,0.4139845,0.4290228,0.2781949,0.45058715,0.43021768,0.323584,0.46922198,0.4618936,0.3153023,0.33756366,0.4396143,0.13681185,0.114571035,0.14412631,0.096045084,0.18755825,0.11671452,0.08597119,0.12558036,0.14722596,0.16833828,0.19490899,0.09093474,0.17969158,0.20041691,0.13061474,0.13444851,0.12378159,0.22877996,0.16028304,0.1778004,0.14111228,0.12039741,0.1542244,0.10298986,0.19772808,0.11057638,0.084896706,0.14287126,0.15728568,0.19839135,0.21846172,0.10488843,0.187779,0.2234767,0.14154056,0.1355565,0.11314958,0.26416427,0.17942484,0.19138376,0.14301942,0.10243345,0.13275717,0.09580794,0.207613,0.10077255,0.08520913,0.12028362,0.16052693,0.1669675,0.16755445,0.08689647,0.18026362,0.18982872,0.14587316,0.13947926,0.123466395,0.23015642,0.18661448,0.17378487,0.13958813,0.11368867,0.14830726,0.09818793,0.2226531,0.105805285,0.087474264,0.13277927,0.14868622,0.17449264,0.16419381,0.09412566,0.17939065,0.17285879,0.14029208,0.13514149,0.12727596,0.21408913,0.16498035,0.16630898,0.13910627,0.13588667,0.14431378,0.10544314,0.24180458,0.12692244,0.09629563,0.13615374,0.16177253,0.21108577,0.22427236,0.11655411,0.19090475,0.22278756,0.15030317,0.14038202,0.12619053,0.23626272,0.18569537,0.19644561,0.13354707,0.13202222,0.14345948,0.10709705,0.23419373,0.12078859,0.10200799,0.1300735,0.1652596,0.21536268,0.22467075,0.12316864,0.20775773,0.23720743,0.15338837,0.14732952,0.12802373,0.24229471,0.19374992,0.22061142,0.14294282,0.1396194,0.14525421,0.10180956,0.24601412,0.12653446,0.09418611,0.14461224,0.18209511,0.1937221,0.18141231,0.115616836,0.1974933,0.18082656,0.16264759,0.13540962,0.12754929,0.242495,0.18502626,0.19722898,0.13908386,0.15433489,0.14821939,0.11540553,0.2286955,0.14100212,0.110158935,0.14115943,0.18806903,0.19938263,0.20099553,0.13400534,0.19412395,0.20018578,0.16087389,0.13867782,0.12909907,0.24477345,0.18143627,0.2083202,0.1287151,0.16279994,0.1658288,0.12230741,0.25045228,0.14797688,0.10662705,0.12751651,0.179295,0.19883081,0.21845305,0.1410362,0.18852593,0.22418514,0.16521627,0.1409304,0.13656056,0.24475701,0.17853491,0.1934411,0.12749763,0.16801192,0.16502745,0.11335787,0.2598078,0.13771026,0.10423309,0.13936041,0.20299476,0.19769856,0.20173404,0.14184111,0.198702,0.2108948,0.18127131,0.15608475,0.13411826,0.24271002,0.18547234,0.1871307
P08912,0.4167533,0.3873118,0.33077985,0.25374296,0.3356812,0.3609542,0.32184997,0.29364514,0.36682177,0.3884566,0.38752446,0.35556358,0.41962928,0.37977037,0.3466766,0.48993483,0.45549303,0.23556538,0.29939812,0.41510972,0.13727057,0.11314613,0.1264412,0.08656824,0.19151376,0.11273521,0.07923553,0.13302115,0.17045733,0.15186721,0.16828479,0.09985119,0.17576775,0.20070708,0.13185388,0.1275325,0.13121407,0.20176469,0.16057555,0.15797496,0.1443328,0.12721112,0.13927871,0.090367205,0.1905009,0.110633366,0.07775161,0.12665567,0.16089334,0.17442955,0.18909273,0.11147428,0.19367494,0.21470279,0.14473869,0.12796573,0.11867111,0.21587835,0.1804421,0.18363354,0.13863918,0.10968583,0.124856725,0.09153365,0.21412948,0.10684283,0.082635775,0.119704425,0.17641412,0.15831202,0.1572199,0.09795084,0.17738886,0.18355982,0.1373334,0.13154027,0.12302294,0.1909784,0.16870238,0.16677332,0.13824387,0.121452026,0.1374172,0.09216524,0.20880724,0.10903503,0.08475322,0.12536624,0.14846183,0.16727066,0.16154636,0.102285005,0.16537848,0.18236302,0.14568748,0.13034382,0.13082892,0.1931514,0.1619431,0.16476439,0.14126308,0.13881756,0.13885069,0.09197445,0.24189927,0.1180297,0.09314541,0.13345717,0.16698165,0.19333205,0.19503297,0.12147838,0.19253324,0.21198314,0.15021919,0.1331014,0.13243859,0.22036867,0.17837928,0.19446954,0.13907054,0.15565778,0.13997242,0.0999848,0.2412405,0.12744382,0.097269416,0.122362144,0.17644821,0.19566645,0.19743857,0.13110551,0.19243239,0.21631196,0.15841216,0.13664751,0.12705381,0.22082901,0.19299807,0.19710277,0.1404623,0.15472165,0.14039545,0.105869845,0.24953128,0.13101956,0.106209524,0.12646165,0.1977176,0.19084445,0.1847406,0.12630191,0.19235758,0.19813767,0.15488273,0.1293443,0.12434883,0.21223086,0.1854373,0.19438364,0.14048298,0.16464357,0.15034214,0.11211756,0.22240093,0.13629907,0.10931111,0.1257805,0.19600701,0.18918104,0.19087793,0.14075018,0.19197996,0.20434688,0.17020056,0.13775897,0.12383998,0.2154505,0.17726405,0.19113314,0.12209601,0.16846637,0.1505207,0.10990682,0.23687363,0.15176252,0.11084349,0.12863256,0.18209234,0.18899582,0.19893,0.14794359,0.18976173,0.2128583,0.16171649,0.13657445,0.13597055,0.22328323,0.17798382,0.19659781,0.12355101,0.17519526,0.14954893,0.11248538,0.25608596,0.15577531,0.116622396,0.13180025,0.20401886,0.19180012,0.1909003,0.15174583,0.20091406,0.21137369,0.16735478,0.14375205,0.1275873,0.20795791,0.1793205,0.19062518
P08913,0.41839308,0.35206106,0.33477616,0.2418572,0.37152693,0.35134268,0.2960794,0.2889903,0.36957926,0.3969299,0.41681334,0.31644478,0.42956075,0.39190444,0.3421134,0.48937964,0.45519745,0.27031326,0.305769,0.42009392,0.14007261,0.1152847,0.13334967,0.08315863,0.1830867,0.09576446,0.066742994,0.13574556,0.15432629,0.15704904,0.18291575,0.087283514,0.17079628,0.17275344,0.12695515,0.12634581,0.11559331,0.19419208,0.15460326,0.14792383,0.14259553,0.12549882,0.13916527,0.08643731,0.19091909,0.098183684,0.07271184,0.13449545,0.16024825,0.18643485,0.19654237,0.09883715,0.17542794,0.19407175,0.1479738,0.12338474,0.104285724,0.23214826,0.16384812,0.17645496,0.14070787,0.10105975,0.12810117,0.08053808,0.21381506,0.09163175,0.06996059,0.11917314,0.15909138,0.15816264,0.16865037,0.08250173,0.16149329,0.17170405,0.13124439,0.12752597,0.1165536,0.20374377,0.16182616,0.16080455,0.13164823,0.12222501,0.13524278,0.08913701,0.20713668,0.099203154,0.068550125,0.13629262,0.15163961,0.1655905,0.15353625,0.09434744,0.15365654,0.1500533,0.13722135,0.1241916,0.111928314,0.19869846,0.14780077,0.1531824,0.13553523,0.1345776,0.13186388,0.08528971,0.239364,0.11244923,0.08182278,0.1341372,0.17090431,0.19689648,0.2095704,0.11004304,0.17892824,0.18564917,0.14255369,0.12960058,0.11631411,0.232252,0.1766252,0.1810187,0.13905145,0.14098114,0.13772419,0.09128426,0.22288087,0.11960041,0.08277656,0.12265496,0.17375386,0.20373806,0.20765036,0.12095035,0.19235912,0.20378707,0.14180396,0.1326623,0.109495774,0.21955933,0.18540034,0.19694456,0.14772359,0.14293978,0.12744041,0.091954246,0.2364478,0.11627932,0.078817576,0.12933697,0.1738429,0.19602752,0.18349166,0.113086216,0.18053818,0.17733096,0.1458383,0.13180599,0.11351118,0.22201933,0.16868165,0.19102706,0.13856085,0.15641862,0.14516011,0.08982956,0.21525356,0.12614869,0.08534323,0.12644325,0.1786329,0.18583976,0.19174288,0.121718094,0.17754793,0.18586718,0.1488384,0.13347436,0.10920966,0.2119311,0.16945341,0.1831689,0.12172179,0.1587155,0.14878428,0.1050864,0.23225512,0.13570312,0.08727827,0.12899816,0.18221988,0.18385598,0.20427841,0.13122936,0.16943246,0.19087765,0.15264119,0.12750219,0.122871935,0.21560727,0.17929283,0.1864905,0.13288572,0.17636268,0.14776708,0.08769803,0.22899503,0.13720647,0.092844754,0.14105529,0.19606307,0.19190855,0.18431099,0.13738671,0.17377001,0.18531354,0.15285702,0.13824666,0.11049094,0.2203246,0.16994226,0.16850016
