index,smiles
60,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
61,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
62,CCC(CC)(CC(=O)NC1=CC(\C=C\C2=NC(=CS2)C2CCC2)=CC=C1)C(O)=O
63,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
64,FC1=CC(=CC(=C1)C(=O)NC1=CC=C2NC=C(CCC3=CC=NC=C3)C2=C1)N1CCOCC1
65,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
66,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12
67,NC1=NNC2=C1C=C(N=N2)C1=C2C=CC=CN2N=C1C1=CC=CC=C1
68,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C=C1
69,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12
70,CC1=CC=C(C=C1F)C1=NC(=CC=C1)C(=O)N1CCCC(C)(C)C1
71,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
72,[H][C@](CC1=CC=CC=C1)(NC)C(=O)N1CCC[C@@]1([H])C(O)=NC[C@@]1([H])CC[C@]([H])(N)CC1
73,CC(N)CC1=CC=CC=C1
74,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C
75,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2
76,NCCN1CCOCC1
77,[H][C@](N)(CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O
78,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C
79,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
80,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1
81,C[C@](O)(COC1=C(F)C(F)=C(F)C(F)=C1F)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O
82,[H][C@]1(CC2=CC=C(C=C2)C(F)(F)F)SC(S)=NC1=O
83,COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C1
84,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H]
85,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
86,CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1
87,[H][C@](CC1=CC=CC=C1)(NC(=O)CCCC(O)=O)[P@](O)(=O)OCC(=O)NCCC1=CC=CC=C1
88,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O
89,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
90,NC(=[NH2+])N1C=NC=N1
91,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
92,[NH3+]CCCCCCCCNC1=C2CCCCC2=[NH+]C2=CC=CC=C12
93,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
94,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
95,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]
96,N[C@@H](CSCC(N)=O)C(O)=O
97,[H][C@@]12CCCCN1C(=O)C(=O)C(C)(C)COC(=O)CCCCCCCCCCCOC2=O
98,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
99,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC
100,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1
101,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
102,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
103,[H][C@]1(CCCN1)C(O)=NS(=O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
104,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
105,[H]\C(=C1\CCCN=C1C1=CN=CC=C1)C1=C(OC)C=C(OC)C=C1
106,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
107,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
108,CCCCCCC#CC1=CC=CC=C1\C=C\C(O)=O
109,COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O
110,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
111,[H][C@@]1(C[C@]([H])(N=[N+]=[N-])[C@@]([H])(COP([O-])(=O)OP([O-])(=O)OP(O)(=O)OP([O-])(=O)OP([O-])(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)O1)N1C=C(C)C([O-])=NC1=O
112,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O
113,[H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC
114,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
115,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
116,COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2
117,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1
118,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
119,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
120,CCCOC1=C2C(NC=C2C2=NC(N)=NC=C2)=NC=C1
121,[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C
122,NC1=CC(C=O)=C(CC(=O)OCCBr)C=C1
123,COC1=C(OCC2=NC=CC=C2)C=C(C)C=C1
124,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
125,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
126,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
127,COC1=CC=CC2=C1CCC(=O)N2CCCN1CCN(CC1)C1=CC=CC(Cl)=C1
128,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC
129,COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N
130,[H][C@]1(CO)O[C@@]([H])(C2=C3N=CN=C(N)C3=NN2)[C@]([H])(O)[C@]1([H])O
131,CSC1=CC(\N=C(/N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1
132,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
133,[H][C@](N)(CC1=CC=CC=C1)C(=O)OC
134,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1
135,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC
136,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
137,CC(=O)NCCCS(O)(=O)=O
138,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
139,FCOC(C(F)(F)F)C(F)(F)F
140,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
141,C[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
142,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
143,CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
144,N[C@@H](CCC(N)=O)C(O)=O
145,NC(=N)SCCC1=CC=C(CCSC(N)=N)C=C1
146,NS(=O)(=O)C1=CC=C(NC2=CN3C=C(C=CC3=N2)C(=O)C2=C(Cl)C=CC=C2Cl)C=C1
147,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
148,CC1=C2N=C(NC3=CC=C(OCCN4CCCC4)C=C3)N=NC2=CC(=C1)C1=CC(OC(=O)C2=CC=CC=C2)=CC=C1Cl
149,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS
150,[H]C(Cl)(Br)C(F)(F)F
151,CN1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CC=C2C=C1
152,[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=NC2=CC=CC=C2N=C1
153,OC(=O)CCCCN(CC1=CC=C(C=C1)[N+]([O-])=O)CP(O)(O)=O
154,COC1=CC=CC=C1C1=CC2=C(C3=C(C=CC(O)=C3)N2CCCO)C2=C1C(=O)NC2=O
155,[H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#C
156,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
157,[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1
158,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl
159,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
160,[H][C@](O)(C(O)=NCCC(O)=NCCSCC(=O)C(F)(F)F)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
161,FC(F)OC(F)C(F)(F)F
162,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
163,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O
164,IC1=CNC(=O)NC1=O
165,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
166,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
167,OC1=CC2=C(C=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
168,NC(=N)NNC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
169,CCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
170,[H][C@](O)(CO)COC1=CC(=CC=C1)C(=O)C1=C(N)N(N=C1)C1=CC=C(F)C=C1
171,[H][C@@](O)(COC1=C(C)C=CC(C)=C1)CN1CCOCC1
172,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1
173,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
174,CC(C)(C)CC(=O)O\N=C\C1=CC=C(O)C=C1
175,CSC1=NC2=CC=CC=C2C(=O)N1C1=C(F)C=CC=C1F
176,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
177,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12
178,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
179,NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C(N)=N
180,CC(=N)N1CCC(CC1)OC1=CC=C2C(=C1)N(CC1=CC=C3C=CC(=CC3=C1)C(N)=N)C1=C2C=CC=C1
181,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC
182,NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O
183,[H][C@@]1(CC2=CC=C(C=C2)C(N)=N)CCCC[C@@]([H])(CC2=CC=C(C=C2)C(N)=N)C1=O
184,[H][C@]1(CC)O[C@]2(C)[C@]([H])(OC(C)=O)[C@@]1(C)O[C@@]([H])(\C=C\C=C\C=C\C1=C(C)C(OC)=CC(=O)O1)[C@]2([H])O
185,ClC1=CC=C2OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=NC2=C1
186,ClC1=CC=C(S1)\C=C\S(=O)(=O)N1CCN(CC2=CC3=C(N2)C=CN=C3)C(=O)C1
187,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
188,[H][C@@](C)(O)[C@@]([H])(CCOC1=CC2=C(C=CC=C2)C=C1)N1C=NC(=C1)C(N)=O
189,CC1=CC(I)=C(O)C(=C1)C(=O)NC1=CC(Cl)=C(C=C1)C(N)=N
190,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
191,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
192,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1
193,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
194,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
195,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
196,N[C@](CS(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)(C(=O)NO)C(F)(F)F
197,[H]\C(=N/CCCC[C@]([H])(N)C(O)=O)C1=C(COP(O)(O)=O)C=NC(C)=C1O
198,COC1=C(OCC(O)COC(N)=O)C=CC=C1
199,CC1=CC=C(C=C1C1=CC=C(C=C1)C(=O)NCC1CC1)C(=O)NC1CC1
200,CSC[S@](C)=O
201,CC1CCN(CC1)C1=CC=C(CO)C=C1NC(=O)C1=CC=C(O1)C#N
202,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
203,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
204,[H][C@@]1(CC2=C(C=CC=C2)N(CC(=O)NCCO)C1=O)NC(=O)C1=CC2=C(N1)SC(Cl)=C2
205,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
206,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1
207,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
208,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
209,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1
210,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
211,CCOC(=O)C(CC1=CC2=C(C=C1)C=CC(=C2)C(N)N)C1=CC=C(OC2CCNC2)C=C1
212,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
213,NC1=NC=CC(=N1)C1=C2C=CN=C(N)N2C2=NC=CC(O)=C12
214,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
215,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
216,COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)NC4=N3)=N2)=CC(OC)=C1OC
217,NC1=NC=CC=C1NCC1=CC=CC=C1
218,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1
219,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
220,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
221,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1
222,NC(=[NH2+])C1=C(Cl)C=C2NC(=CC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-]
223,O=C(CC1=CC2=C(C=CC=C2)C=C1)NC1=CC(=NN1)C1CC1
224,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O
225,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
226,NC(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1
227,NCCC[C@H](N)C(O)=O
228,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
229,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
230,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
231,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
232,[H][C@]1(C)CC[C@@]([H])(CC1)N=C(O)NS(=O)(=O)C1=CC=C(CCN=C(O)N2CC(C)=C(CC)C2=O)C=C1
233,COC1=CC2=C(C=C1OC)[C@@H](CC1=CC(OC)=C(OC)C=C1)[N@@+](C)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1(C)CCC3=C(C=C(OC)C(OC)=C3)[C@H]1CC1=CC(OC)=C(OC)C=C1)CC2
234,CC1=CC(NC2=NC(NC3=CC=C(CC(O)=O)C=C3)=NC=C2C(N)=O)=CC=C1
235,CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1
236,CS(O)(=O)=O.NC1=C2N=CN(CCOC[P@@]3(=O)OCC[C@H](O3)C3=CC(Cl)=CC=C3)C2=NC=N1
237,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
