protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219
hsa:10825,0.42267293,0.3551029,0.4242762,0.36551145,0.21667643,0.40824685,0.39364716,0.35055307,0.31557587,0.31795833,0.3114456,0.39516115,0.33295774,0.2725904,0.32724229,0.49170884,0.4626929,0.18960671,0.301939,0.35576475,0.12327579,0.16017944,0.15393412,0.15543547,0.14413394,0.14997043,0.14548607,0.17695116,0.15702595,0.14328219,0.14574207,0.12748171,0.12658098,0.14958921,0.1980616,0.14679253,0.14033066,0.13278094,0.1626275,0.14767775,0.107039645,0.16898783,0.16398807,0.17745548,0.13963537,0.13743597,0.14647916,0.18841644,0.15546659,0.16117303,0.15923457,0.13587388,0.13673231,0.15764627,0.18813622,0.14216797,0.13757564,0.12642264,0.16751222,0.16705011,0.11894759,0.16525002,0.17429982,0.1935642,0.13667324,0.14400366,0.14275102,0.21165283,0.16246739,0.18168235,0.1718735,0.13417998,0.1397142,0.15059987,0.19758675,0.13209657,0.14256608,0.1251382,0.16386597,0.1791341,0.1150955,0.16008012,0.1937593,0.21445535,0.13754636,0.16066433,0.16070658,0.20545755,0.16769719,0.1847788,0.17317288,0.14226727,0.1354642,0.166387,0.21505535,0.15533428,0.15622419,0.13555361,0.16358455,0.18117476,0.115979426,0.17104346,0.19669455,0.21819386,0.14795636,0.14986248,0.15643069,0.21904196,0.16573459,0.18940635,0.17987864,0.14654729,0.14051132,0.15858427,0.21197389,0.13277121,0.1375431,0.12624528,0.16675748,0.17672847,0.118606895,0.16385746,0.2003081,0.22778133,0.1294109,0.15878862,0.15631564,0.22018345,0.15052937,0.17321996,0.18187068,0.14889905,0.14767982,0.16752036,0.20244268,0.1414985,0.1381855,0.12754352,0.17216448,0.17260069,0.1153357,0.18886587,0.2114764,0.21112052,0.14189161,0.14922518,0.16643906,0.22426134,0.15246972,0.17819881,0.17528874,0.15676549,0.1465392,0.16667683,0.2030373,0.14516187,0.1445818,0.13297194,0.16638866,0.17033562,0.11992535,0.186056,0.19837171,0.18948667,0.14054587,0.16701896,0.16851962,0.21756639,0.1780961,0.17073698,0.16647494,0.1638546,0.14308423,0.16155885,0.20758435,0.14572908,0.1531969,0.12591933,0.17218263,0.16764142,0.10949752,0.16851604,0.20316613,0.20714113,0.1405034,0.15436228,0.16445918,0.21761344,0.15020661,0.17765194,0.17541033,0.15931958,0.13232015,0.15982795,0.22495148,0.14645007,0.1483389,0.12808734,0.15961382,0.17475152,0.11369884,0.1630278,0.19623026,0.20085916,0.14649615,0.15441972,0.16981392,0.21665208,0.1606241,0.16612852,0.17264247,0.14145032,0.14070705,0.15608473,0.22026126,0.14327478,0.158165,0.1295981,0.16212194,0.1809731
hsa:10846,0.4232856,0.3497767,0.35811108,0.3385082,0.22008896,0.41777796,0.40954676,0.3167876,0.29534873,0.3250172,0.34184688,0.3840748,0.35277036,0.25762925,0.33241296,0.44505748,0.40312496,0.1355648,0.255753,0.33737037,0.14169973,0.1846295,0.15666798,0.18560696,0.17975505,0.17484702,0.16925356,0.1806785,0.16256097,0.19263513,0.20146357,0.14460321,0.1723308,0.17468499,0.19809651,0.13942996,0.14145611,0.10601199,0.15833513,0.17527474,0.13443168,0.19744812,0.16883923,0.189114,0.1637898,0.19260013,0.19288488,0.17504586,0.170671,0.20507096,0.21042822,0.17306855,0.17363445,0.18354283,0.20021498,0.14117238,0.1306883,0.10319924,0.16405237,0.18671206,0.13969947,0.17883976,0.15573737,0.16660303,0.16119698,0.15762888,0.15967444,0.14152005,0.16321781,0.17702736,0.19314718,0.13737975,0.16022727,0.1653284,0.18277371,0.13260542,0.12831126,0.10293692,0.15332375,0.16193746,0.13030924,0.18036024,0.16263719,0.19187705,0.1660276,0.16300075,0.16816694,0.17265418,0.16375065,0.18134539,0.19207211,0.14020926,0.16814023,0.17665672,0.19343273,0.13527301,0.13037513,0.09699926,0.15579714,0.17038102,0.14141157,0.20649531,0.1731126,0.20959236,0.17238016,0.1882853,0.19954363,0.18165445,0.16940853,0.20085816,0.21353413,0.1652556,0.17007901,0.18749352,0.20865585,0.13950643,0.13928024,0.10257511,0.15490127,0.1781288,0.13638318,0.19402023,0.16950601,0.20526505,0.16372624,0.1827549,0.18611111,0.14128895,0.17512374,0.19056597,0.20986414,0.16886865,0.17483659,0.18953171,0.19588438,0.14260326,0.13395433,0.10358827,0.16468564,0.17517267,0.141383,0.19582117,0.16917317,0.20086035,0.16638368,0.17393951,0.1789712,0.1717937,0.17191389,0.19632293,0.20383713,0.15227899,0.17989223,0.18298806,0.19114017,0.1323232,0.13005282,0.10072809,0.17214723,0.17720953,0.13642645,0.19511482,0.15399905,0.19255403,0.17114672,0.17967144,0.18558261,0.176473,0.1726004,0.1937611,0.20100372,0.1708285,0.17124176,0.17738846,0.20274451,0.13777372,0.13198549,0.10550565,0.15532185,0.1762713,0.14584917,0.21494077,0.17118265,0.2041035,0.16375707,0.1857187,0.19997612,0.15565547,0.16953109,0.20166922,0.20128097,0.17548023,0.17324731,0.18203291,0.20775813,0.131381,0.1352493,0.095048405,0.15851882,0.17858645,0.13533182,0.19387136,0.16408262,0.19697423,0.17377621,0.19013816,0.19769254,0.1651414,0.17150019,0.19295935,0.19652355,0.16215034,0.17187159,0.18429731,0.20123462,0.13934454,0.13285035,0.10566006,0.16249295,0.17719366
hsa:10858,0.3005594,0.3520824,0.32330504,0.30024427,0.17698407,0.32193583,0.3272474,0.21644953,0.36591908,0.36474907,0.3860738,0.3605425,0.3991643,0.36464238,0.24895296,0.36395052,0.3284952,0.2482493,0.2806765,0.3502165,0.14495061,0.22008534,0.18549907,0.20386592,0.12313576,0.176893,0.20569833,0.14313027,0.21076696,0.24844378,0.25339982,0.2148754,0.22537513,0.23508722,0.17890762,0.1589645,0.14380303,0.18109268,0.19499399,0.20537284,0.13947554,0.24763386,0.2105849,0.23264919,0.134,0.21784037,0.25641793,0.16732031,0.23852266,0.2981717,0.27758992,0.2558626,0.24317518,0.2592033,0.18417162,0.16362885,0.14859596,0.19102156,0.1930871,0.25325882,0.15961717,0.22954021,0.19346711,0.18462373,0.14049216,0.18014893,0.18934499,0.18796965,0.22319584,0.24403828,0.24265802,0.20484196,0.21784495,0.23930785,0.1807848,0.16476431,0.15435767,0.18046536,0.1873935,0.20997906,0.16123971,0.22534561,0.18393002,0.16983086,0.13632572,0.16022457,0.18645923,0.1858362,0.20932515,0.22897512,0.24528638,0.21033587,0.19361202,0.22670262,0.20345713,0.1725623,0.16259132,0.19379617,0.17452234,0.20451325,0.15716732,0.25583264,0.20863977,0.22875555,0.1420079,0.19000772,0.23571281,0.19226678,0.21912082,0.27666366,0.27937898,0.26964608,0.2535853,0.26713368,0.19753313,0.15122223,0.14676027,0.20445177,0.20954818,0.24192028,0.15716827,0.24412574,0.21218829,0.22575775,0.14796457,0.2063816,0.24727646,0.1923419,0.22958262,0.28549325,0.26721027,0.26180694,0.2531175,0.27486804,0.21692015,0.17947093,0.15327702,0.20919707,0.20316303,0.23900619,0.14812545,0.25277048,0.20592241,0.19587408,0.13438828,0.19320075,0.21704526,0.19191547,0.2314129,0.25611657,0.2612569,0.24770951,0.23262203,0.24214733,0.22443439,0.1722202,0.1588584,0.20474218,0.19875078,0.2144289,0.16467437,0.24271739,0.21804804,0.20549849,0.12732416,0.19808762,0.21642877,0.18614587,0.2285215,0.27133366,0.26054272,0.2616847,0.22581103,0.26202247,0.22630328,0.18916482,0.15740037,0.197673,0.19173196,0.22717221,0.15434983,0.2613415,0.22791491,0.26565608,0.14424771,0.21300726,0.2878549,0.18191136,0.23298164,0.2955293,0.30202594,0.2887666,0.2719107,0.2820606,0.22569287,0.19247827,0.17214118,0.20627855,0.21108007,0.24953306,0.1618936,0.25391495,0.22171278,0.24411881,0.15326531,0.20626053,0.2641381,0.20419507,0.22810572,0.2705843,0.26968867,0.2665527,0.2587312,0.26605576,0.2268686,0.17970257,0.1681395,0.20885013,0.20624731,0.23938905
hsa:109,0.41480798,0.37597218,0.35926327,0.3255052,0.29324466,0.38908726,0.381598,0.2852898,0.33265063,0.40693134,0.42908907,0.36513963,0.42615172,0.35279122,0.30373994,0.446562,0.43276024,0.1922926,0.31789955,0.4158324,0.11547143,0.17400171,0.15610021,0.15576303,0.20442459,0.14117378,0.1592112,0.14853568,0.17007102,0.18084754,0.17778519,0.13911015,0.16226701,0.18471202,0.16583522,0.122043,0.12672727,0.16885903,0.16599469,0.16419037,0.11753601,0.17784555,0.1685989,0.1721634,0.2191552,0.1431623,0.16735907,0.15246044,0.18445447,0.19035113,0.1912703,0.13659933,0.16889699,0.19581404,0.17133845,0.13020264,0.13289757,0.16554508,0.17754479,0.17220584,0.11290844,0.17165717,0.14241,0.14975406,0.21036467,0.12844302,0.14555268,0.15426695,0.16987005,0.17788696,0.17425102,0.12908722,0.16747834,0.18738268,0.1747151,0.13061523,0.12816761,0.1674964,0.17127205,0.16770394,0.113586664,0.16249944,0.15623674,0.1433122,0.20119347,0.1283712,0.13520119,0.154977,0.18664642,0.16750716,0.1637886,0.12242613,0.15811303,0.1796629,0.18204601,0.12281022,0.12364783,0.16727631,0.16343307,0.16161251,0.115656145,0.19057249,0.16904302,0.1753554,0.23149344,0.15417786,0.17744876,0.15676029,0.18772781,0.18770772,0.17937957,0.14958197,0.16063254,0.19581273,0.18773368,0.12468071,0.12963824,0.17216283,0.17830841,0.17485122,0.11619465,0.19450064,0.16467673,0.17323332,0.22150818,0.14717446,0.16815573,0.1556806,0.18367988,0.17814896,0.18294924,0.15868469,0.17150998,0.19948265,0.200771,0.1262356,0.12201768,0.17412753,0.17329317,0.16111211,0.11845206,0.18575665,0.1682827,0.1676785,0.20680857,0.15011874,0.15831517,0.15687343,0.18923351,0.17893785,0.18041816,0.14279933,0.1638929,0.19663098,0.19874871,0.13083822,0.12520613,0.17431417,0.17618194,0.16269945,0.123268865,0.18572555,0.16527317,0.17102043,0.22436613,0.1464684,0.1671372,0.15416998,0.19197275,0.18177795,0.1882091,0.14549342,0.16824436,0.19537912,0.19852674,0.13422242,0.12817703,0.16763604,0.17949606,0.16868329,0.11778237,0.19136542,0.17476141,0.17362168,0.2121196,0.15373808,0.17653726,0.15371838,0.19779229,0.18678233,0.18108977,0.15741917,0.16480726,0.19178452,0.20084742,0.13119198,0.12590301,0.16376007,0.17225415,0.16759686,0.12776017,0.2016776,0.16444755,0.16960466,0.21806855,0.16223568,0.17196594,0.15297481,0.19511414,0.18669958,0.17322649,0.16075186,0.16977532,0.19437627,0.21814883,0.1329749,0.12038998,0.16689712,0.17252904,0.17318784
hsa:10901,0.47782454,0.3027265,0.28423157,0.26348007,0.23992391,0.29954448,0.27773288,0.28179234,0.3112316,0.3462178,0.36532685,0.32305306,0.36238578,0.31079677,0.21908832,0.36860156,0.35205713,0.23548205,0.27053246,0.3967495,0.20674819,0.21776105,0.20485285,0.17638355,0.16800234,0.15960775,0.17196868,0.20147894,0.2211206,0.24934018,0.24617164,0.20665708,0.20321093,0.20845027,0.1501854,0.17293562,0.18798754,0.21938044,0.19408943,0.24407387,0.21463574,0.23286405,0.17757994,0.19085301,0.18954164,0.19879958,0.23524259,0.2341511,0.18317355,0.2724698,0.24584706,0.24131247,0.22346374,0.24426131,0.14337136,0.17824821,0.19377874,0.21001673,0.18759641,0.27940056,0.21572018,0.20674272,0.16981848,0.15060113,0.16667512,0.15730828,0.17424086,0.20460294,0.19405152,0.24866389,0.2263302,0.2006381,0.19640312,0.22875522,0.16372731,0.1840114,0.17356472,0.2002442,0.17123665,0.24457048,0.20278895,0.17866369,0.17890926,0.17010225,0.17128722,0.14396715,0.15163541,0.22397694,0.18450668,0.25860244,0.2235573,0.17014836,0.199934,0.20169531,0.16633467,0.19392052,0.19047767,0.20091164,0.19640343,0.27525714,0.22488141,0.22593507,0.19495052,0.21355371,0.18285815,0.18453997,0.22258222,0.25257158,0.18976204,0.28919894,0.2376918,0.23298569,0.20844351,0.21775329,0.18649837,0.19679661,0.18900181,0.19841562,0.1820406,0.29185674,0.20160614,0.2533276,0.18571931,0.227839,0.19670105,0.21985939,0.26476422,0.24547543,0.19104278,0.28876576,0.24327984,0.27999878,0.20695086,0.23052308,0.1644394,0.20685783,0.18871804,0.20718136,0.19903764,0.29963714,0.20346613,0.23393418,0.20188265,0.21875748,0.19957961,0.1927091,0.22927094,0.2249155,0.21793422,0.27141106,0.23725426,0.24571623,0.2085659,0.2351135,0.19567874,0.18696058,0.16472664,0.20828916,0.2010606,0.27577427,0.21715969,0.22262265,0.1977939,0.21451598,0.1936071,0.19011894,0.2098314,0.22752884,0.17613803,0.28133652,0.23687895,0.22959013,0.21864183,0.21570852,0.1897152,0.18834157,0.19259146,0.20196112,0.17261451,0.30430412,0.22989893,0.24022587,0.20333791,0.21828663,0.18118331,0.20922667,0.24812113,0.23085587,0.20713033,0.24088614,0.21767281,0.28325224,0.19890994,0.20577422,0.20504633,0.1833688,0.18831152,0.19163866,0.19667451,0.2724504,0.21999295,0.26136476,0.1776677,0.21469894,0.18757188,0.21935691,0.27607828,0.22465482,0.18561995,0.25035504,0.22763883,0.28792349,0.19785881,0.22851934,0.20258898,0.18426049,0.17697833,0.22267301,0.18991135,0.2608278
hsa:10924,0.3629263,0.30934867,0.3989355,0.35168412,0.16532466,0.39656073,0.379835,0.26543573,0.33635485,0.3310717,0.34475562,0.35549116,0.35086334,0.32959846,0.27455214,0.41953757,0.37719586,0.19473812,0.3534796,0.34506267,0.130305,0.1671536,0.21048623,0.23464932,0.1109689,0.17478058,0.15965511,0.16361393,0.19560392,0.2086002,0.21301739,0.16051988,0.17883095,0.21719268,0.18622874,0.13734588,0.13739453,0.16290215,0.21895735,0.18766493,0.12125785,0.16922215,0.21731581,0.23487064,0.11705487,0.1922283,0.1991835,0.1785088,0.20517702,0.23091881,0.22549668,0.17008427,0.19959497,0.2302019,0.20131166,0.15078072,0.13923992,0.17401545,0.22891818,0.20334439,0.12759389,0.1604559,0.20371147,0.22182369,0.12589635,0.1634211,0.16400985,0.17577222,0.19533068,0.17862923,0.2000787,0.15892532,0.17748901,0.2354549,0.1945914,0.13193636,0.13620527,0.17549679,0.21004725,0.1646258,0.12700126,0.16469672,0.21014738,0.22348642,0.1129163,0.158696,0.16282643,0.17566326,0.20631525,0.2174178,0.21607329,0.14932021,0.18837251,0.23795275,0.21251051,0.14701615,0.12514722,0.1768288,0.22263892,0.20641322,0.12475466,0.17715783,0.21763451,0.24798052,0.12034178,0.20441243,0.19591458,0.18749857,0.17538346,0.21383712,0.21535376,0.17400262,0.19736795,0.24952461,0.22789009,0.15276654,0.13658382,0.18250631,0.23079348,0.20053829,0.13069636,0.17281567,0.21791531,0.23053457,0.12006656,0.18590592,0.18501118,0.17666653,0.19426838,0.21524563,0.22936408,0.17863923,0.21050149,0.24093921,0.22098373,0.15311451,0.1428212,0.18314932,0.24304937,0.19095808,0.13924378,0.1724886,0.20166047,0.23276134,0.12763667,0.1688659,0.1774729,0.18861744,0.21324839,0.19220765,0.19580902,0.16116923,0.17613073,0.24138248,0.25061932,0.14440036,0.1459586,0.17300466,0.25220555,0.18686228,0.13227841,0.17312896,0.21982336,0.22281419,0.12234543,0.1865149,0.19762425,0.17975195,0.19715402,0.2143566,0.20805936,0.18421206,0.19194905,0.21594349,0.23881395,0.15125379,0.14588135,0.16741621,0.221619,0.18934454,0.13827676,0.20269248,0.24565291,0.25429732,0.13174585,0.22230834,0.20966242,0.17739299,0.20279467,0.20597547,0.20253104,0.2092387,0.20041141,0.23906796,0.2478733,0.16024712,0.13813648,0.17398515,0.23791377,0.18606915,0.14061718,0.19051251,0.21436054,0.2285957,0.11617465,0.18980683,0.19603379,0.18153417,0.20192213,0.18279572,0.2055861,0.1905932,0.17332369,0.21590702,0.25048283,0.14797887,0.13708675,0.16912797,0.23686586,0.1629094
hsa:10935,0.44668302,0.31173137,0.34454694,0.31970677,0.17688331,0.36325523,0.36120033,0.28019315,0.26690844,0.3571571,0.34449238,0.41794145,0.3023712,0.297121,0.29450202,0.4387343,0.4102913,0.13970464,0.2480825,0.3943506,0.15765864,0.1714757,0.16459717,0.18404543,0.1372508,0.16032976,0.17528613,0.19628224,0.16216943,0.2342779,0.22008523,0.20746425,0.13736907,0.2393682,0.22333294,0.15144068,0.14697407,0.13526157,0.15580286,0.21653533,0.16830257,0.17891975,0.1473698,0.20951219,0.14111836,0.16098289,0.1935763,0.20188576,0.14975312,0.25784048,0.2294013,0.23557056,0.15168625,0.2161721,0.21041718,0.15156126,0.11781449,0.12914433,0.16783842,0.23513123,0.1576585,0.1598448,0.1807119,0.20604153,0.13597457,0.15094747,0.1639217,0.18444234,0.15097682,0.2290018,0.18621139,0.18519805,0.13648021,0.21980812,0.23742817,0.13183883,0.14217217,0.12959698,0.1580221,0.22238787,0.16773826,0.17983586,0.18424416,0.22872733,0.13003846,0.14715597,0.18180493,0.20160317,0.15053156,0.24095368,0.20815629,0.21857092,0.13396987,0.2060029,0.22662975,0.14483622,0.14558983,0.1123976,0.13518102,0.24340878,0.15196982,0.16139808,0.19115455,0.21847293,0.12507975,0.16622368,0.20045008,0.20886806,0.15728371,0.2518377,0.22447614,0.22890842,0.14973383,0.23761366,0.20460367,0.14907563,0.13770159,0.14631051,0.18259124,0.24542832,0.16474402,0.19887951,0.18264641,0.20329171,0.14049008,0.17307065,0.20929907,0.21391425,0.16135862,0.2372869,0.21831475,0.2390568,0.1378737,0.21650107,0.25267997,0.14900854,0.14959425,0.12023525,0.17071106,0.24340409,0.14152303,0.17590028,0.1792854,0.21797083,0.12812799,0.16083215,0.17510302,0.1913601,0.14914607,0.2317242,0.20092756,0.22293587,0.1335339,0.22720256,0.2077038,0.13437915,0.12834881,0.13847665,0.18990573,0.2295554,0.15379857,0.20344687,0.18476139,0.2175855,0.13724807,0.1816266,0.19331305,0.20748027,0.1811205,0.24930948,0.21929412,0.24810866,0.15336576,0.19848235,0.23606522,0.14778626,0.15595938,0.12197195,0.16124721,0.26142997,0.16946062,0.19210254,0.15743949,0.20824845,0.14277023,0.19000728,0.22062612,0.21819726,0.16485587,0.2363528,0.23381993,0.25509933,0.14210214,0.23072784,0.22639765,0.15245344,0.14950581,0.14210205,0.17962782,0.23632583,0.16412146,0.17385694,0.16497673,0.19994715,0.120538376,0.19637221,0.19211088,0.17903085,0.14776053,0.24309166,0.19421886,0.2291735,0.12688956,0.20364991,0.22983192,0.14452597,0.14516431,0.11065904,0.15844859,0.2370577
hsa:10941,0.39428875,0.35386002,0.33512098,0.3253181,0.23202534,0.34907633,0.38890815,0.2859969,0.34165946,0.40994853,0.43134287,0.37581286,0.39989164,0.4203454,0.33400312,0.4082637,0.3714289,0.28957927,0.3451532,0.4204483,0.11518822,0.16817147,0.15185511,0.16791826,0.14317155,0.12680325,0.14452046,0.14968354,0.16542639,0.20105296,0.20162115,0.15196514,0.18156587,0.2209045,0.16632527,0.1272446,0.1165282,0.2162445,0.17780656,0.18026812,0.12581305,0.17751057,0.1706681,0.18528596,0.14267315,0.15555836,0.18961096,0.16860668,0.17946975,0.22803037,0.23947385,0.17843252,0.21197881,0.23637392,0.16485012,0.1312994,0.12390423,0.22334573,0.18771487,0.19933741,0.12020441,0.15092574,0.15030661,0.142388,0.12582515,0.13482106,0.1365159,0.17021155,0.17008486,0.19345541,0.19288953,0.14321788,0.16791269,0.21954471,0.16098966,0.12797958,0.11594275,0.22923759,0.17821376,0.19085574,0.11718798,0.16180445,0.15343347,0.15570882,0.1438457,0.13052832,0.1392846,0.16810752,0.1647434,0.20165566,0.20242386,0.14917427,0.17385384,0.19175991,0.18543343,0.123848386,0.117036715,0.21699621,0.17368467,0.20396288,0.13026333,0.16424873,0.15342218,0.16487627,0.1465791,0.13901302,0.16718645,0.1699286,0.16715904,0.22064582,0.21777909,0.16464342,0.18550314,0.22411254,0.18025304,0.1407199,0.12598893,0.20910434,0.18969367,0.20231722,0.12877175,0.19093935,0.16038765,0.17363267,0.16355109,0.14492507,0.17388342,0.16800202,0.16902183,0.21782805,0.21105152,0.18310301,0.19781348,0.23930939,0.17332625,0.13040905,0.118863896,0.23929462,0.19819082,0.21323785,0.127998,0.1762777,0.15320063,0.16928291,0.14733964,0.13757288,0.1590317,0.16468109,0.18310976,0.20739233,0.20302701,0.16976924,0.18850261,0.23466852,0.19723892,0.12955211,0.124248795,0.2331731,0.18965612,0.18948884,0.12560654,0.17315659,0.14944938,0.16257249,0.15614696,0.13327432,0.16385299,0.16202006,0.16481861,0.20860218,0.2180366,0.16505633,0.1823006,0.2256006,0.18511541,0.14436266,0.13062976,0.225706,0.18810382,0.19789529,0.12749192,0.18249635,0.15907183,0.17538741,0.17219971,0.13705327,0.16798857,0.16323358,0.16104533,0.20861748,0.20284575,0.16267926,0.18873988,0.23162727,0.18707852,0.12931839,0.1239178,0.22722945,0.18600437,0.19811302,0.13745566,0.17708796,0.16309807,0.17762439,0.16408657,0.14522088,0.17064896,0.16285677,0.17735124,0.19702365,0.19907236,0.18513659,0.20060442,0.22582495,0.18577042,0.13185236,0.1306573,0.22758171,0.19108272,0.18179888
hsa:11072,0.36433178,0.36832964,0.36055484,0.32263345,0.26989117,0.40798658,0.37474814,0.24208805,0.35178846,0.3502708,0.34705988,0.39629638,0.36901516,0.29544434,0.27816248,0.40160662,0.34612015,0.19838162,0.32449916,0.33189142,0.12351,0.20647295,0.22291757,0.19765073,0.17363618,0.17879829,0.17906398,0.1664145,0.20127398,0.24278283,0.2422332,0.1924919,0.2011522,0.20475416,0.19928424,0.15443484,0.13291284,0.19034623,0.23516142,0.2139088,0.16255562,0.18559921,0.19088091,0.20486888,0.20874412,0.19408907,0.21109779,0.1726544,0.20968789,0.28508908,0.259657,0.19622782,0.21437299,0.17660779,0.20866273,0.14747132,0.15106979,0.20130894,0.19948661,0.2197691,0.1635148,0.18700342,0.2119022,0.15756208,0.23329492,0.15515892,0.16564032,0.19239342,0.21332236,0.23353522,0.22594146,0.16573359,0.22988479,0.20743705,0.21550813,0.15336904,0.14365762,0.20417906,0.24156483,0.17945118,0.1479094,0.19220021,0.21569006,0.18957262,0.2179626,0.18648066,0.17034732,0.191916,0.21495265,0.25625005,0.24885543,0.1781348,0.23698567,0.19403398,0.21724251,0.13700372,0.14709595,0.19684605,0.2009695,0.21792607,0.14206438,0.22465734,0.2344742,0.21260533,0.21787152,0.21366209,0.22419344,0.18336947,0.21161169,0.26990417,0.24105091,0.22388439,0.2045666,0.18473539,0.21704015,0.16739449,0.14504394,0.21713573,0.20148426,0.24029237,0.14443178,0.2393357,0.21674083,0.19785047,0.22722137,0.22517931,0.20829059,0.18596601,0.19663529,0.22578555,0.20278247,0.24231915,0.20273314,0.16394152,0.22994083,0.14980178,0.14056902,0.20785637,0.21872206,0.16886939,0.17538364,0.20296659,0.22824955,0.21498665,0.24672194,0.19592005,0.17470105,0.17878804,0.21904373,0.23689921,0.23102877,0.18925484,0.20225269,0.19585223,0.2571822,0.1716065,0.15453869,0.19672725,0.22280684,0.18821436,0.17387442,0.2564779,0.21833237,0.20281242,0.24658,0.215456,0.21289837,0.17634825,0.23069254,0.23435372,0.23638777,0.25136983,0.23223335,0.18425353,0.25655854,0.17417052,0.16314098,0.19951618,0.24460702,0.20644848,0.16408266,0.22781828,0.23874694,0.24605055,0.23787297,0.23451853,0.25436896,0.18555978,0.1907655,0.2609329,0.2375081,0.21594727,0.2081375,0.19793326,0.26549143,0.16487171,0.15303923,0.19351852,0.22509858,0.21488398,0.16843249,0.23734462,0.21187145,0.20681337,0.2382483,0.20343524,0.21455795,0.16993412,0.2236584,0.253486,0.25166818,0.24090031,0.21016641,0.20616071,0.25550744,0.15906866,0.13820134,0.20294751,0.2312879,0.21690162
hsa:111,0.42998162,0.37790772,0.35085526,0.3174632,0.2726385,0.38698018,0.3831015,0.3242498,0.3040656,0.3769317,0.39988658,0.3709175,0.4030681,0.32958865,0.335471,0.4454903,0.42315504,0.18466061,0.30251843,0.3841642,0.119743444,0.17494434,0.15108582,0.15325746,0.18516365,0.13270445,0.15660366,0.17645152,0.15818022,0.17567886,0.16962361,0.13880979,0.1538239,0.1791194,0.18135291,0.12443794,0.11668836,0.14380796,0.15216681,0.16384456,0.116172746,0.18263885,0.15420614,0.16557193,0.19056386,0.14083125,0.17341606,0.17780992,0.16816282,0.17370453,0.17279331,0.13955171,0.14936551,0.18471217,0.19037911,0.12573941,0.1219368,0.15198328,0.15882449,0.15483715,0.117452964,0.18554944,0.14769071,0.14958385,0.19355705,0.13081606,0.1518572,0.17743802,0.16412602,0.16207525,0.16627719,0.13443671,0.14764772,0.17422105,0.19875458,0.13027506,0.12078373,0.1550766,0.16058017,0.15565063,0.11988927,0.16826133,0.14618,0.1460871,0.19410793,0.12453133,0.13862999,0.17264992,0.1712175,0.16113725,0.15273263,0.13032612,0.14548172,0.17417882,0.20124276,0.12340531,0.116083585,0.15392533,0.16095673,0.15235291,0.11841506,0.19569303,0.15606445,0.16008574,0.2067034,0.15026075,0.18091352,0.18481775,0.1782163,0.16771016,0.16468225,0.15178044,0.14485724,0.17413478,0.20888788,0.1198959,0.12212756,0.15229416,0.1639998,0.15705255,0.123373,0.19054818,0.16009983,0.1620674,0.19180577,0.14707544,0.16598146,0.16234025,0.16758429,0.16783892,0.16768274,0.15175277,0.1569293,0.1801502,0.20899232,0.12806694,0.11545113,0.15403356,0.15446794,0.15618342,0.1219644,0.19308506,0.16008939,0.15621445,0.19829464,0.14683884,0.16006352,0.1756677,0.17387341,0.16475037,0.16684857,0.14026935,0.14565505,0.18469307,0.21040952,0.12438772,0.11485815,0.1627032,0.16592394,0.15498446,0.12669992,0.18181258,0.15256523,0.17210194,0.19037375,0.15006717,0.16884187,0.16788721,0.16928765,0.16309386,0.16673124,0.14370258,0.1521261,0.18143325,0.21157953,0.12558448,0.12458632,0.15337999,0.16393347,0.15598805,0.12780239,0.19744432,0.16653512,0.17080654,0.19888537,0.15014449,0.17824414,0.1679954,0.18340531,0.16958937,0.1688524,0.15798117,0.14880966,0.18517086,0.22103763,0.12321428,0.12061715,0.15416391,0.16380623,0.15480256,0.12873997,0.21608041,0.15964743,0.15892103,0.20866327,0.15553428,0.16649336,0.16604804,0.17264701,0.16599934,0.15715232,0.15660016,0.15170403,0.18812965,0.21128966,0.12134576,0.11406085,0.15178965,0.15674023,0.15479875
