drug_id,smiles,vector_length,fingerprint_type
D00448,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C=C(C=C2)OC)[N+](=O)[O-])C,2048,morgan
D00622,CCNC(=O)NC(=O)CSC1=NN=C(S1)SCC2=CC=C(C=C2)C(C)C,2048,morgan
D00810,CC1CN(CC(O1)C)C(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D02558,C1=CC=NC(=C1)CCNC(=O)CCC2=NC(=NO2)C3=CC=C(C=C3)F,2048,morgan
D01966,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC(=O)N3CCCC3=O)O,2048,morgan
D00185,C1CS(=O)(=O)CC1NC(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D02008,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC=CC3=CC=CC=C3)O,2048,morgan
D03712,COC1=C(C=C(C=C1)C2=NC(=CS2)C(=O)NCC(=O)OC)OC,2048,morgan
D00434,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=CC=CC=C2C(=O)NCC(C)C)C,2048,morgan
D00362,CC(C(=O)NC(=O)NC)SC1=CC=C(C=C1)C(C)(C)C,2048,morgan
D01907,CC1CC2=CC=CC=C2N1C(=O)COC(=O)CN(C)S(=O)(=O)C3=CC=C(C=C3)F,2048,morgan
D02017,CCOC1=CC=CC=C1COC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D01001,CC(C)CCC(=O)OCC(=O)NC1=CC=CC=C1CC2=CC=CC=C2,2048,morgan
D03882,CCC(C)(C)NC(=O)CN1CCN(CC1)C2=C(C=C(C=C2)C(=O)C)F,2048,morgan
D03252,CC1=CC=C(C=C1)C(=O)NCC2=CC=C(C=C2)CN3CCOCC3,2048,morgan
D00658,C1=COC(=C1)C2=NN=C(O2)COC(=O)C3=CC=C(S3)C4=CC=C(C=C4)Cl,2048,morgan
D03781,CCOC1=CC=CC2=C1OC(=C2)C(C)NC(=O)CNC(=O)CC34CC5CC(C3)CC(C5)C4,2048,morgan
D01747,CCN(C1=CC=CC=C1)C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D01425,CC(C(=O)NC1=CC=C(C=C1)C(=O)N)OC2=CC(=CC(=C2)Cl)Cl,2048,morgan
D01885,CCC(C)C(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])C,2048,morgan
D00543,C1=CC=C(C(=C1)OCC(=O)NC2=C(C=CC(=C2)Cl)N3C=NC=N3)Br,2048,morgan
D03734,CC(C)CC(=O)N1CCN(CC1)C2=C(C(=O)N(N=C2)C3=CC=CC=C3)Cl,2048,morgan
D00394,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C=CC=C2C(C)C)C)C,2048,morgan
D00829,CC(C)COC1=C(C=C(C=C1Cl)C=CC(=O)OCC(=O)N(C)C)OC,2048,morgan
D04024,CC(C(=O)NC1=CC=CC=C1Cl)OC(=O)C2=CC(=CC=C2)NC(=O)C,2048,morgan
D00653,C1=CC=C(C(=C1)OCC(=O)NC2=C(C=CC=C2Cl)Cl)Br,2048,morgan
D00005,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)NC3=C(C=C(C=C3Cl)C)C,2048,morgan
D01276,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)COC(=O)CCC(C)C,2048,morgan
D00251,CC1=C(C2=CC=CC=C2N1)C(=O)C(C)OC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00050,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)NC(C)(C#N)C3CC3,2048,morgan
D00452,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C,2048,morgan
D01071,CC1=CC(=C(C(=C1)C)C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3)C,2048,morgan
D00515,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00109,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OCC(=O)NC(C)C(C)C)C3=CC=CC=C3,2048,morgan
D01198,CC(C)CCC(=O)OCC(=O)NC1(CCCCC1)C#N,2048,morgan
D03433,CC(C)C1=NN=C(S1)NC(=O)C=CC2=CC=CC=C2F,2048,morgan
D03736,CC1=C(C(=NN1C2=CC=C(C=C2)C(=O)NC3CC3)C)Cl,2048,morgan
D00196,CCC1=C2C(=CC=C1)C(=CN2)C(=O)COC(=O)COC3=CC=CC=C3Cl,2048,morgan
D02756,CC(C1=CC(=CC=C1)C(F)(F)F)NC(=O)C2=CC=C(C=C2)CNC(=O)C,2048,morgan
D00065,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC3=CC(=CC=C3)Cl,2048,morgan
D00709,C1=CSC(=C1)CNC(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D03803,CN(CC1=CC=C(C=C1)OC)C(=O)NC2=CN=CC=C2,2048,morgan
D00043,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)N3C(CCCC3C)C,2048,morgan
D02580,CC1=CC(=CC=C1)N2C(=O)CCC(=N2)C(=O)NC3=C(C=C(C=C3)F)Cl,2048,morgan
D00726,CC(C(=O)NCC1=CC=CO1)OC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D00294,C1CCC(CC1)[NH2+]CC2=C(C=CC=C2Cl)F,2048,morgan
D00494,CCC(CC)NC(=O)COC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D00184,C1=CC=C(C(=C1)OCC(=O)OCC(=O)NC2=CC3=C(C=C2)OC(O3)(F)F)Cl,2048,morgan
D00651,C1=CC=C(C=C1)CCCNC(=O)COC2=CC=CC=C2Br,2048,morgan
D00039,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC3CC3,2048,morgan
D03756,CCCN1C(=NN=N1)COC2=C(C=C(C=C2[N+](=O)[O-])C)C,2048,morgan
D00317,C1=CSC(=C1)C[NH2+]C(CO)(CO)CO,2048,morgan
D00139,CC1CCN(CC1)C(=O)COC(=O)C2=CN(N=C2C3=CC=C(C=C3)C)C4=CC=CC=C4,2048,morgan
D01432,CC(C(=O)NC1=CC=CC=C1[N+](=O)[O-])OC2=CC(=CC(=C2)Cl)Cl,2048,morgan
D00007,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)C3=CC4=C(CCCC4)C=C3,2048,morgan
D01061,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)NC3=C(C=CC(=C3)F)F)NC1=O,2048,morgan
D02289,CC1=NN(C(C1)(C2=CC=CC=C2)O)C(=O)CSC3=NN=C(S3)SCC(=O)N4C(CC(=N4)C)(C5=CC=CC=C5)O,2048,morgan
D03778,CC(C)C(C)NC(=O)CSC1=CC=C(C=C1)[N+](=O)[O-],2048,morgan
D01275,CC1=C(C=C(O1)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3)C(=O)OC,2048,morgan
D02880,CC1=C(SC(=N1)C2=CC=C(C=C2)F)C(=O)NCC(=O)NC(C)(C)C,2048,morgan
D00536,CC1=CC(=C(N1CC2CCCO2)C)C(=O)COC3=CC=CC=C3Br,2048,morgan
D01690,CN(CC(=O)OCC1=CC=C(O1)C(=O)OC)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D02321,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NCCC(C)C,2048,morgan
D02559,C1=CC=C2C(=C1)C(=CN2)CC(=O)NC3=CC=CC=C3O,2048,morgan
D00547,CC(C1=CC=CS1)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D01765,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)C3=CC=CC=C3F)NC1=O,2048,morgan
D00300,C1=CC(=CC(=C1)Br)CNC2=NN=N[N-]2,2048,morgan
D00655,C1=CC=C(C(=C1)OCC(=O)NC2=CC=C(C=C2)C#N)Br,2048,morgan
D00544,CC(C)C(C(=O)NC(=O)N)OC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D01513,CC1=CC=C(C=C1)OCCOC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D00120,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OCC(=O)C3=CC=CN3)C4=CC=CC=C4,2048,morgan
D03805,C1CCCN(CCC1)C(=O)NC2=CN=CC=C2,2048,morgan
D00501,CC1CCCCC1NC(=O)COC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2,2048,morgan
D02581,C1=CC=C(C(=C1)NC(=O)CCC(=O)C2=CC=CS2)O,2048,morgan
D00887,CC(C)COC1=C(C=C(C=C1Cl)C=CC(=O)OCC(=O)N2CCOCC2)OC,2048,morgan
D03689,C1CCC2(CC1)CC(=O)N(C2=O)CC(=O)C3=CC4=CC=CC=C4C=C3,2048,morgan
D01547,CN(CC1=CC=CC=C1)C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D01840,CN(CC(=O)OCC1=CC=CC=C1Cl)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D03115,CC(=O)NC1=C(C=CC(=C1)C(=O)COC(=O)C2=CC3=C(CCC3)C=C2)O,2048,morgan
D00805,C1CN(CCC1C(=O)N)C(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D01973,CN(CC(=O)OCC(=O)NC1(CCCC1)C#N)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D00560,CC(C)C(C)(C#N)NC(=O)COC1=CC=CC=C1Br,2048,morgan
D00086,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)NC3=CC=CC=C3C(C)CC,2048,morgan
D01069,CC(C)CCC(=O)OCC(=O)NC1=C(C=CC(=C1)S(=O)(=O)N2CCCCC2)OC,2048,morgan
D00168,C1CC2=C(C1)C=C(C=C2)NC(=O)COC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00217,CC(C(=O)NC(=O)NC)OC(=O)COC1=CC=CC=C1Cl,2048,morgan
D00132,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OCC3=CC=C(C=C3)C#N)C4=CC=CC=C4,2048,morgan
D01900,CN(CC(=O)OCC(=O)NC1=CC=CC(=C1)C#N)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D02323,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NC,2048,morgan
D00027,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC3=CC=CC=C3OC,2048,morgan
D02441,CC1=CC=CC=C1C=CC(=O)OCC(=O)NC(=O)NC(C)C,2048,morgan
D05341,CCCCCNC(=O)C(C)S(=O)(=O)CC1=NC(=NO1)C,2048,morgan
D00652,C1=CC=C(C=C1)N(CC#N)C(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D00596,CC(C#N)(C1CC1)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00045,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)N3C(CCCC3C)C,2048,morgan
D01397,C1=CC(=CC(=C1)S(=O)(=O)N)NC(=O)COC2=CC(=CC(=C2)Cl)Cl,2048,morgan
D00340,CC(C)(C)C1=CC=C(C=C1)SCC(=O)N2CCNC2=O,2048,morgan
D03217,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(C(=CC=C2)OC)OC)C,2048,morgan
D00342,CC(C)(C)C1=CC=C(C=C1)SCC(=O)NC2=C(C=CS2)C(=O)N,2048,morgan
D00097,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C3=CC=CC=C3Cl,2048,morgan
D01180,COC1=C(C=C(C=C1)F)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D01842,CN(CC(=O)OCC1=C(C=C(C=C1)Cl)Cl)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D00186,C1CS(=O)(=O)CC1NC(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D00546,CC(C(=O)NC1CC1)OC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2,2048,morgan
D02556,CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CSC=C3,2048,morgan
D01704,CC(C(=O)NC1=CC=CC=C1)OC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D02267,COC(=O)C1=CC2=C(C=C1)C(=O)N(C(=N2)SC3CCCCC3=O)CC4CCCO4,2048,morgan
D01715,CC(C(=O)N1CCCC1)OC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D03899,CC1=C(C=C(C=C1)S(=O)(=O)NC(C2=CC=CC=C2)C3=NC=CN3C)C,2048,morgan
D02562,COC1=C2C(=CC=C1)SC(=N2)NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])OC,2048,morgan
D00036,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC(C)CCC3=CC=CC=C3,2048,morgan
D02487,CC1=CC(=CC=C1)N2CCN(CC2)CC(=O)NC(=O)NC3CCCC3,2048,morgan
D00752,CC(C)C(C(=O)NC(=O)N)OC(=O)C1=CC=C(S1)C2=CC=C(C=C2)Cl,2048,morgan
D00234,CC(C(=O)NC1=C(C(=C(C=C1)F)F)F)OC(=O)COC2=CC=CC=C2Cl,2048,morgan
D03710,CC1CCN(CC1)C(=O)CSC2=NN=C3N2C4=CC=CC=C4C(=O)N3CC5=CC=CC=C5OC,2048,morgan
D02193,CC(C(=O)N)SC1=NC2=C(C=CC(=C2)C(=O)OC)C(=O)N1CC3CCCO3,2048,morgan
D01228,CC(C)C(C)(C#N)NC(=O)COC(=O)C1=CC2=C(C=C1)SCCC(=O)N2,2048,morgan
D04029,CN(C1=CC=CC=C1)C(=O)CN2C3=CC=CC=C3N=CC2=O,2048,morgan
D02335,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)C2=CC=C(C=C2)C3CCCCC3,2048,morgan
D00510,C1CC(C2=CC=CC=C2C1)NC(=O)COC3=CC=CC=C3Br,2048,morgan
D01718,CCN(CC1=CC=CC=C1)C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D00781,CC(C(=O)NC(=O)NC)SC1=C(C=CC=C1Cl)Cl,2048,morgan
D01844,CN(CC(=O)OCC1=C(C=CC=C1Cl)F)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D02042,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC(=O)N)O,2048,morgan
D03845,C1=CC(=CC=C1C(=O)CN2C=NC3=C(C2=O)SC=C3)F,2048,morgan
D00624,CC(C)C1=CC=C(C=C1)CSC2=NN=C(S2)SC(C)C(=O)NC(=O)N,2048,morgan
D03643,C1CN(C2=CC=CC=C21)C(=O)C3=CC=C(C=C3)N4C=NN=N4,2048,morgan
D00227,CC(C(=O)NC1=CC=CC2=CC=CC=C21)OC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00054,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)C3=C(NC4=CC=CC=C43)C,2048,morgan
D03601,CN1C=C(C=N1)C=C2C(=O)N(C(=S)N2)CC3CCCO3,2048,morgan
D01183,CC(C1=CC=CS1)NC(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D00545,CC(C1=CC=CS1)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00423,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C=CC(=C2)Cl)OC)C,2048,morgan
D00827,COC1=CC=C(C=C1)NC(=O)CSC2=C(C=CC=C2Cl)Cl,2048,morgan
D02110,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NC2=CC(=C(C=C2)C)F,2048,morgan
D01974,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SC(C)C(=O)N3CCCC3)O,2048,morgan
D02564,CC1=CN=C(S1)NC(=O)C2=CC3=C(S2)N=C4N3C=CS4,2048,morgan
D00574,CC1=CC=C(C=C1)NC(=O)COC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2,2048,morgan
D00667,CN(C)C(=O)COC(=O)C1=CC=C(S1)C2=CC=C(C=C2)Cl,2048,morgan
D01196,C1CSC2=C(C=C(C=C2)C(=O)OCCOC3=CC=CC=C3F)NC1=O,2048,morgan
D00505,C1=CC=C(C(=C1)OCC(=O)NCC2=CC(=CC=C2)Cl)Br,2048,morgan
D02655,C1COCCN1S(=O)(=O)C2=CN=C(C=C2)SC3=NC4=CC=CC=C4S3,2048,morgan
D03716,CC1=C(C=C(C=C1)F)C(=O)OC(C)C(=O)NC2=NOC(=C2)C,2048,morgan
D00969,CC(C)CCC(=O)OCC(=O)NC1=NC(=CS1)C2=C(C=CC(=C2)OC)OC,2048,morgan
D00656,CC(=O)NNC(=O)COC(=O)C1=CC=C(S1)C2=CC=C(C=C2)Cl,2048,morgan
D04028,CC(C(=O)N1CCN(CC1)S(=O)(=O)C2=CC=CC=C2)SCC3=CC(=CC=C3)Cl,2048,morgan
D02835,CC1=CC=C(C=C1)C2=NOC(=C2)NC(=O)CN3CCCC3,2048,morgan
D00475,CC(C1=CC=C(C=C1)Br)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00330,CC(C)(C)C1=CC=C(C=C1)SCC(=O)N(C2CCS(=O)(=O)C2)C3=CC=CC=C3,2048,morgan
D00900,CC(C)CCC(=O)OCC(=O)NC1=CC(=NN1C)C2=CC=C(C=C2)Cl,2048,morgan
D00884,CC(C)COC1=C(C=C(C=C1Cl)C=CC(=O)OC2CCCCC2=O)OC,2048,morgan
D03823,CC1=C(C=CC(=C1)Br)NC(=O)CNC(=O)C2=CNC(=O)C=C2,2048,morgan
D00107,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OCC(=O)NC3=NOC(=C3)C)C4=CC=CC=C4,2048,morgan
D01256,CC1=C(C=CC(=C1)NC(=O)COC(=O)CCC(C)C)Br,2048,morgan
D02566,CC1=CN=C(C=C1)NC(=O)CCC2=CNC3=CC=CC=C32,2048,morgan
